,be_num,num,sm_eqv,total,client_id,is_fraud
831,912,1136,1,7500,10,No
832,913,1137,1,27000,10,No
833,914,1138,3,39000,10,No
834,915,1139,4,56000,12,No
835,917,1141,6,78000,115,Yes
836,918,1142,3,45000,160,No
837,919,1143,2,28000,12,No
838,921,1145,1.20000000000000,15000,148,No
839,922,1146,0.990297000000000,24600,161,No
840,923,1147,4,34200,4,No
841,924,1148,1,15000,17,No
842,925,1149,2,12000,84,No
843,926,1150,7,36600,51,Yes
844,927,1151,0.585000000000000,6000,84,No
845,928,1152,4,14400,51,No
846,929,1153,4,66000,57,No
847,930,1154,1,14000,34,No
848,931,1155,1,12000,10,No
849,935,1159,1,6000,115,No
850,934,1158,2,20000,32,No
851,933,1157,1,12000,10,No
852,932,1156,2.81200000000000,12600,161,No
853,936,1160,1,17000,30,No
854,937,1161,0.5,12000,10,No
855,938,1162,5,75000,162,Yes
856,941,1165,1,15000,29,No
857,939,1163,6,72000,34,No
858,940,1164,2,30000,163,No
859,946,1170,3.96000000000000,36000,4,No
860,945,1169,1,16000,29,No
861,947,1171,1,15000,10,No
862,948,1172,1,15000,10,No
863,949,1173,1,12000,10,No
864,950,1174,1,9800,1,No
865,951,1175,1,12000,117,No
866,971,1195,9,54000,39,Yes
867,974,2000,1,16500,10,No
868,979,1205,1,12000,10,No
869,978,1204,2,16800,17,No
870,977,1203,1,6000,10,No
871,976,1202,2,36000,38,No
872,975,1201,2,12000,10,No
873,952,1176,3,46400,164,Yes
874,953,1177,1,9000,133,No
875,954,1178,1,12000,10,No
876,955,1179,1,5400,119,No
877,956,1180,4,48000,7,No
878,986,1212,1,12000,10,No
879,983,1209,13,91000,159,Yes
880,1002,1230,4,60000,167,Yes
881,1001,1229,0.0250000000000000,10000,1,No
882,1003,1228,1,15000,117,No
883,1000,127,3,13200,166,No
884,999,1226,4,48000,7,No
885,998,1225,1,6000,165,No
886,997,1224,0.360000000000000,3600,38,No
887,996,1223,1,12000,10,No
888,995,1222,0.400000000000000,6800,164,No
889,994,1221,2.19550000000000,30000,163,No
890,985,1211,4,66000,17,No
891,984,1210,1,24000,33,No
892,993,1220,0.550000000000000,16500,29,No
893,992,1219,1,15000,10,No
894,991,1218,1,22500,10,No
895,987,1214,4,33000,115,No
896,988,1215,0.450000000000000,12000,115,No
897,989,1216,2,24000,10,No
898,990,1217,1,9000,70,No
899,942,1166,5,63000,7,No
900,943,1167,1.91500000000000,30000,163,No
901,944,1168,2,41500,17,No
902,957,1181,2,30000,60,No
903,958,1182,2,24000,36,No
904,959,1183,0.900000000000000,5400,15,No
905,960,1184,3,18000,115,No
906,961,1185,1,15000,10,No
907,962,1186,0.800000000000000,5000,158,No
908,963,1187,2,30000,57,No
909,964,1188,3,42000,98,No
910,965,1189,1,16500,10,No
911,966,110,1,7200,57,No
912,967,1191,2,12000,33,No
913,968,1192,3,9000,15,No
914,969,1193,3,48000,10,No
915,973,1197,2,30000,60,No
916,972,1196,1,6000,10,No
917,970,1194,2,24000,10,No
918,1009,1236,0.145000000000000,4200,164,No
919,1008,1235,0.400000000000000,6400,29,No
920,1007,1234,0.990812000000000,33000,100,No
921,1006,1233,1,12000,10,No
922,1005,1232,0.365400000000000,6000,117,No
923,1004,1231,2,6000,57,No
924,1023,12340,11,13000,76,Yes
925,1010,1237,1,16100,27,No
926,1011,1238,2,24000,7,No
927,1012,1240,3,10800,4,No
928,1013,1239,0.470000000000000,6000,1,No
929,1014,1241,3,36000,168,No
930,1015,1242,2,31500,10,No
931,1016,1243,4,60000,162,Yes
932,1017,1244,2,30000,167,No
933,1018,1245,1,6000,10,No
934,1019,1246,2,28000,34,No
935,1020,1247,1,13200,168,No
936,1021,1248,2,29500,100,No
937,1022,1249,2,34000,17,No
938,1024,1250,1,12000,10,No
939,1034,1260,0.720000000000000,21000,10,No
940,1033,1259,1.84000000000000,4800,4,No
941,1025,1251,2,27900,8,No
942,1035,1261,2,27000,10,No
943,1026,1252,3,13200,27,No
944,1027,1253,3,32400,4,No
945,1032,1258,1,1800,10,No
946,1031,1257,1,1200,10,No
947,1030,1256,1,12000,10,No
948,1028,1254,3,36000,7,No
949,1029,1255,1,20000,10,No
950,1036,1262,1,12000,169,No
951,1043,1269,1,12000,10,No
952,1044,1270,6,84000,22,Yes
953,1037,1263,12,108000,4,Yes
954,1038,1264,2,8000,10,No
955,1039,1265,0.469000000000000,9600,68,No
956,1040,1266,0.335000000000000,15000,159,No
957,1042,1268,1,8000,80,No
958,1041,1267,1.27000000000000,16800,51,No
959,1045,1271,4,50500,17,No
960,1046,1272,1,15000,1,No
961,1047,1273,2,24000,10,No
962,1048,1274,2,30000,38,No
963,1049,1275,2,20000,32,No
964,1050,1276,0.230000000000000,4800,37,No
965,1051,1277,1,5100,57,No
966,1052,1278,0.555000000000000,12000,82,No
967,1053,1279,3,67800,50,No
968,1064,1289,0.25,6000,33,No
969,1062,1287,0.0765000000000000,6000,170,Yes
970,1061,1286,4,48000,7,No
971,1054,1280,0.272000000000000,3000,17,No
972,1055,1281,5,39000,115,Yes
973,1056,1282,1,12000,10,No
974,1058,1284,2,30000,3,No
975,1059,1290,1,33000,111,No
976,1060,1285,1,27000,3,No
977,1065,1291,1,15000,29,No
978,1069,1295,0.5,6000,171,No
979,1068,1294,3,60500,14,No
980,1067,1293,1,6000,98,No
981,1066,1292,0.552850000000000,20700,93,No
982,1075,1301,1,12000,10,No
983,1071,1300,4,48000,7,No
984,1070,1299,3,45000,167,No
985,1073,1298,8,9600,133,Yes
986,1074,1297,1,33500,140,No
987,1072,1296,3,9600,57,No
988,1076,1302,1,12000,8,No
989,1077,1303,1,15000,117,No
990,1078,1305,2,30000,167,No
991,1079,1306,1,6000,17,No
992,1081,1307,1,12000,10,No
993,1080,1304,1,15000,29,No
994,1082,1308,0.152500000000000,6000,172,Yes
995,1083,1309,6.98880000000000,64000,34,Yes
996,1084,1310,1.99800000000000,18000,4,No
997,1085,1311,0.160000000000000,4000,173,Yes
998,1086,1312,2,27000,99,No
999,1087,1313,3,75000,68,Yes
1000,1088,1314,3,18000,10,No
1001,1091,1317,4,60000,167,Yes
1002,1090,1316,9,108000,39,Yes
1003,1089,1315,0.370000000000000,6000,60,No
1004,1092,1318,1.60000000000000,17400,40,No
1005,1093,1319,2,20000,32,No
1006,1094,1320,1.03097500000000,6000,66,No
1007,1095,1321,0.800000000000000,4800,4,No
1008,1096,1322,1.99800000000000,14400,4,No
1009,1097,1323,2,30000,163,No
1010,1098,1324,2,27000,10,No
1011,1104,1331,1,27000,174,No
1012,1103,1330,0.665250000000000,9000,1,No
1013,1102,1329,10,138000,21,Yes
1014,1101,1328,11,46200,51,Yes
1015,1100,1327,1,15000,7,No
1016,1099,1326,3,36000,98,No
1017,1105,1325,5,63000,175,Yes
1018,1115,1340,0.925000000000000,36000,39,No
1019,1114,1339,3,45000,167,No
1020,1113,1338,1,15000,115,No
1021,1112,1337,5,75000,60,Yes
1022,1111,1336,1.99800000000000,14400,4,No
1023,1109,1335,4,66000,17,No
1024,1108,1334,0.725400000000000,15600,177,No
1025,1107,1333,22,361500,176,Yes
1026,1106,1332,0.360000000000000,7000,43,No
1027,1116,1341,3,32000,32,No
1028,1117,1342,1,12000,178,No
1029,1119,1344,2,24000,10,No
1030,1118,1343,3,45000,40,No
1031,1120,1345,0.385000000000000,6000,17,No
1032,1122,1347,6,0,179,Yes
1033,1121,1346,2,0,14,No
1034,1124,1349,0.324000000000000,3000,17,No
1035,1125,1350,3.17500000000000,7200,39,No
1036,1123,1348,2,30000,117,No
1037,1126,1351,2,20000,32,No
1038,1127,1353,1,15000,171,No
1039,1128,1352,1,1200,48,No
1040,1134,1360,1,15000,12,No
1041,1133,1359,3,16800,51,No
1042,1135,1361,0.999000000000000,7200,4,No
1043,1132,1356,2,27000,10,No
1044,1136,1358,0.700000000000000,24000,109,No
1045,1138,1363,0.195000000000000,4500,10,No
1046,1131,1357,1,24000,115,No
1047,1130,1355,0.5,9600,180,Yes
1048,1129,1354,4,40000,167,Yes
1049,1139,1364,0.660000000000000,3600,77,No
1050,1140,1365,2,20000,32,No
1051,1142,1367,1,6000,98,No
1052,1141,1366,2,34000,156,No
1053,1143,1368,2,20000,32,No
1054,1137,1362,1,12000,117,No
1055,1145,1370,1,12100,23,No
1056,1146,1371,0.5,4800,77,No
1057,1147,1372,2,27000,10,No
1058,1152,1377,1,15000,10,No
1059,1151,1376,0.852500000000000,13500,182,No
1060,1150,1375,1,30500,181,Yes
1061,1149,1374,1,14500,10,No
1062,1148,1373,11,88000,167,Yes
1063,1153,1378,7,93000,183,Yes
1064,1154,1379,3,9000,184,Yes
1065,1155,1380,3,30000,167,No
1066,1156,1381,1,3600,8,No
1067,1158,1383,1.16000000000000,24000,115,No
1068,1157,1382,1,12000,10,No
1069,1160,1385,0.5,12000,10,No
1070,1161,1386,1.16500000000000,5400,8,No
1071,1162,1387,1,26700,161,No
1072,1144,1369,1,15000,33,No
1073,1163,1388,1,12000,10,No
1074,1164,1390,1,15000,10,No
1075,1165,1391,2,12000,27,No
1076,1166,1392,1,36000,60,No
1077,1167,1389,1,12000,10,No
1078,1170,1394,0.470000000000000,12000,117,No
1079,1169,1395,1,20000,43,No
1080,1171,1397,0.5,7000,171,No
1081,1172,1396,0.5,8000,10,No
1082,1177,1402,4,48000,82,No
1083,1176,1401,1,9000,186,Yes
1084,1175,1400,1,24000,10,No
1085,1173,1398,2,24000,117,No
1086,1178,1403,1,15000,10,No
1087,1180,1405,1,12000,10,No
1088,1181,1406,1,12000,10,No
1089,1179,1404,1,22500,10,No
1090,1182,1407,1.01500000000000,4800,4,No
1091,1183,1408,1,25000,167,No
1092,1184,1409,0.170000000000000,3000,54,No
1093,1185,1410,1,15000,29,No
1094,1187,1412,0.260000000000000,10000,43,No
1095,1186,1411,2,15000,156,No
1096,1188,1413,1,15500,10,No
1097,1190,1415,0.150000000000000,7000,98,No
1098,1189,1414,1,12000,98,No
1099,1191,1416,1,18500,10,No
1100,1192,1417,1,13500,39,No
1101,1195,1420,10.7600000000000,45300,1,Yes
1102,1194,1419,0.275000000000000,3600,21,No
1103,1193,1418,1,12000,148,No
1104,1198,1423,0.360000000000000,1320,33,No
1105,1197,1422,0.150000000000000,10800,33,No
1106,1199,1424,1.26000000000000,3600,51,No
1107,1200,1425,1,22500,187,Yes
1108,1201,1426,1.99800000000000,14400,4,No
1109,1203,1428,4,40000,167,Yes
1110,1202,1427,7,76000,167,Yes
1111,1204,1429,2,30000,176,No
1112,1205,1430,1.10000000000000,15000,69,No
1113,1212,1438,0.730000000000000,10500,60,No
1114,1211,1437,2,10000,167,No
1115,1210,1436,0.220500000000000,3000,189,Yes
1116,1209,1435,1,12000,188,No
1117,1208,1433,1.99800000000000,14400,4,No
1118,1207,1432,0.148750000000000,4500,1,No
1119,1206,1431,0.350000000000000,10500,187,Yes
1120,1196,1421,8.37000000000000,49200,1,Yes
1121,1213,1434,0.232500000000000,6000,1,No
1122,1214,1440,0.5,3000,117,No
1123,1215,1441,1,12000,17,No
1124,1216,1439,1.30000000000000,1300,1,No
1125,1217,1442,1,6000,10,No
1126,1218,1443,1,27000,187,Yes
1127,1234,1461,1,14500,10,No
1128,1233,1460,2,27000,10,No
1129,1232,1459,4,40000,32,No
1130,1231,1458,1,16500,10,No
1131,1230,1457,1,15000,167,No
1132,1229,1454,0.315000000000000,4000,29,No
1133,1228,1453,1,4800,190,Yes
1134,1227,1452,1,12000,10,No
1135,1226,1451,1,12000,10,No
1136,1225,1450,3,10000,167,No
1137,1224,1449,1,15000,117,No
1138,1223,1448,1.99800000000000,10800,4,No
1139,1236,1455,4,32000,167,No
1140,1237,1456,2.58000000000000,25000,167,No
1141,1221,1446,4,40000,32,No
1142,1219,1445,3,30000,167,No
1143,1220,1444,2,24000,10,No
1144,1235,1462,1,27000,10,No
1145,1222,1447,11,165000,115,Yes
1146,1238,1464,0.440000000000000,14400,167,No
1147,1242,1467,2,20000,167,No
1148,1241,1466,1,14000,10,No
1149,1240,1465,1,18000,117,No
1150,1239,1463,5.03125,29700,1,No
1151,1243,1468,1,12000,10,No
1152,1244,1469,3.99600000000000,28800,4,No
1153,1245,1470,1,15000,29,No
1154,1246,1471,0.456300000000000,10500,187,Yes
1155,1247,1472,1,15000,10,No
1156,1248,1473,3,30000,167,No
1157,1249,1474,1,16200,47,No
1158,1251,1475,0.480000000000000,12000,82,No
1159,1250,1476,0.186700000000000,3600,75,No
1160,1252,1477,0.440000000000000,4800,82,No
1161,1254,1479,3,75000,167,Yes
1162,1259,1484,4.5,14400,15,No
1163,1258,1483,3.30000000000000,10800,15,No
1164,1256,1482,4,39000,115,No
1165,1260,1485,1,18000,10,No
1166,1255,1480,2,30000,191,Yes
1167,1261,1486,10,80000,167,Yes
1168,1257,1481,20,160000,167,Yes
1169,1253,1478,6,66000,57,Yes
1170,1266,1491,1,27000,187,Yes
1171,1264,1490,3,24000,167,No
1172,1265,1489,9,72000,167,Yes
1173,1263,1488,4.25,25200,51,No
1174,1262,1487,2.98300000000000,20400,1,No
1175,1271,1496,4,40000,167,Yes
1176,1270,1495,0.387000000000000,12000,133,No
1177,1269,1494,8,27600,15,Yes
1178,1268,1493,3,45000,192,Yes
1179,1273,1498,6,124000,167,Yes
1180,1267,1492,8,2225,176,Yes
1181,1274,111111,20,140103,160,Yes
1182,1275,12348888,2,20000,192,Yes
1183,1280,123455668,2,303500,149,Yes
